,artist,track,timeInS,date.entered,date.peaked,week,chart pos
345,Joe,I Wanna Know,297,2000-01-01,2000-07-01,2,86.0
346,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,2,80.0
347,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,2,20.0
348,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,2,32.0
349,Pink,Most Girls,246,2000-08-12,2000-11-25,2,70.0
350,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,2,72.0
351,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,2,63.0
352,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,2,21.0
353,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,2,51.0
354,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,2,31.0
355,Ruff Endz,No More,236,2000-07-01,2000-09-02,2,38.0
356,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,2,62.0
357,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,2,71.0
358,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,2,68.0
359,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,2,76.0
360,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,2,29.0
361,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,2,53.0
362,Pink,There U Go,203,2000-03-04,2000-04-08,2,15.0
363,Creed,Higher,316,1999-09-11,2000-07-22,2,77.0
364,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,2,99.0
365,Next,Wifey,243,2000-05-27,2000-09-09,2,61.0
366,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,2,89.0
367,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,2,52.0
368,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,2,38.0
369,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,2,25.0
370,Everclear,Wonderful,270,2000-07-08,2000-09-30,2,69.0
371,Ja Rule,Between Me And You,245,2000-09-16,2000-11-18,2,74.0
372,"Rimes, LeAnn",I Need You,222,2000-05-27,2000-08-12,2,68.0
373,Smash Mouth,Then The Morning Comes,184,1999-10-30,2000-01-29,2,59.0
374,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,2000-10-28,2000-12-30,2,45.0
375,Jagged Edge,Let's Get Married,263,2000-05-06,2000-07-29,2,66.0
376,Filter,Take A Picture,263,1999-11-27,2000-02-05,2,74.0
377,"Martin, Ricky",She Bangs,242,2000-10-07,2000-12-02,2,28.0
378,Mystikal,Shake Ya Ass,286,2000-08-12,2000-10-28,2,90.0
379,BBMak,Back Here,215,2000-04-29,2000-07-29,2,86.0
380,"Spears, Britney",From The Bottom Of My Broken Heart,270,2000-01-29,2000-02-26,2,59.0
381,Third Eye Blind,Never Let You Go,237,2000-01-22,2000-04-01,2,32.0
382,Red Hot Chili Peppers,Otherside,253,2000-02-12,2000-05-27,2,72.0
383,Profyle,Liar,237,2000-09-16,2000-10-28,2,32.0
384,Barenaked Ladies,Pinch Me,226,2000-09-09,2000-11-25,2,76.0
385,Jagged Edge,He Can't Love U,210,1999-12-11,2000-01-08,2,32.0
386,504 Boyz,Wobble Wobble,215,2000-04-15,2000-05-06,2,34.0
387,Sting,Desert Rose,232,2000-05-13,2000-08-26,2,88.0
388,Jay-Z,Big Pimpin',235,2000-04-22,2000-07-08,2,52.0
389,Kid Rock,Only God Knows Why,327,2000-02-19,2000-04-15,2,47.0
390,Foo Fighters,Learn To Fly,235,1999-10-16,2000-01-22,2,69.0
391,"Dixie Chicks, The",Goodbye Earl,259,2000-03-18,2000-05-06,2,29.0
392,Guy,Dancin',248,1999-12-18,2000-01-01,2,29.0
393,Lil Bow Wow,Bounce With Me,202,2000-08-19,2000-09-16,2,35.0
394,Westlife,Swear It Again,247,2000-04-01,2000-07-01,2,82.0
395,Train,Meet Virginia,235,1999-10-09,2000-01-22,2,67.0
396,"Thomas, Carl",I Wish,230,2000-03-25,2000-05-13,2,64.0
397,Hanson,This Time Around,254,2000-04-22,2000-05-06,2,22.0
398,"Simpson, Jessica",I Think I'm In Love With You,212,2000-07-01,2000-08-12,2,52.0
399,Ludacris,What's Your Fantasy,256,2000-09-30,2000-12-16,2,83.0
400,Lil' Zane,Callin' Me,223,2000-07-29,2000-09-02,2,89.0
401,M2M,Don't Say You Love Me,221,1999-11-20,2000-01-08,2,53.0
402,SoulDecision,Faded,205,2000-07-08,2000-09-09,2,90.0
403,"Brock, Chad",Yes!,202,2000-04-08,2000-07-01,2,77.0
404,"Martin, Ricky",Shake Your Bon-Bon,188,1999-11-20,2000-02-12,2,66.0
405,Vertical Horizon,You're A God,225,2000-08-26,2000-11-04,2,55.0
406,Avant,Separated,253,2000-04-29,2000-05-20,2,32.0
407,"Rimes, LeAnn",Big Deal,183,1999-10-16,2000-01-01,2,52.0
408,IMx,Stay The Night,217,1999-10-09,2000-01-08,2,61.0
409,Dr. Dre,The Next Episode,158,2000-05-27,2000-07-29,2,67.0
410,"Spears, Britney",Lucky,203,2000-08-12,2000-09-09,2,41.0
411,Savage Garden,Crash And Burn,281,2000-04-08,2000-05-27,2,58.0
412,Kandi,Don't Think I'm Not,230,2000-08-05,2000-10-07,2,66.0
413,Sammie,I Like It,249,2000-01-29,2000-04-15,2,68.0
414,Goo Goo Dolls,Broadway,234,2000-04-22,2000-07-01,2,58.0
415,"Moore, Mandy",I Wanna Be With You,252,2000-06-17,2000-08-12,2,63.0
416,Dr. Dre,Forgot About Dre,222,2000-01-22,2000-03-25,2,55.0
417,D'Angelo,Untitled (How Does It Feel),430,2000-01-22,2000-02-19,2,56.0
418,"Messina, Jo Dee",That's The Way,197,2000-06-24,2000-08-26,2,67.0
419,Avant,My First Love,268,2000-11-04,2000-12-16,2,62.0
420,Son By Four,A Puro Dolor (Purest Of Pain),210,2000-04-08,2000-08-19,2,80.0
421,Da Brat,What'Chu Like,237,2000-06-03,2000-08-12,2,65.0
422,DMX,Party Up (Up In Here),225,2000-02-26,2000-04-22,2,74.0
423,"Dixie Chicks, The",Cowboy Take Me Away,291,1999-11-27,2000-01-29,2,72.0
424,"McGraw, Tim",My Next Thirty Years,217,2000-10-21,2000-12-16,2,62.0
425,"Tritt, Travis",Best Of Intentions,255,2000-08-19,2000-12-02,2,86.0
426,Alice Deejay,Better Off Alone,410,2000-04-08,2000-06-03,2,65.0
427,Hoku,Another Dumb Blonde,227,2000-02-19,2000-04-08,2,49.0
428,"Houston, Whitney",I Learned From The Best,258,2000-02-19,2000-03-25,2,83.0
429,Counting Crows,Hanginaround,247,1999-11-06,2000-01-29,2,70.0
430,Mary Mary,Shackles (Praise You),192,2000-03-25,2000-05-13,2,76.0
431,"Carey, Mariah",Crybaby,319,2000-06-24,2000-06-24,2,34.0
432,"McGraw, Tim",My Best Friend,273,1999-11-27,2000-01-29,2,76.0
433,Sugar Ray,Falls Apart,255,2000-01-15,2000-02-19,2,64.0
434,Madonna,American Pie,270,2000-02-19,2000-03-04,2,35.0
435,"Jones, Donell",Where I Wanna Be,382,2000-04-22,2000-07-08,2,71.0
436,"Paisley, Brad",We Danced,225,2000-10-14,2000-12-16,2,68.0
437,Lonestar,What About Now,210,2000-06-10,2000-08-19,2,72.0
438,"Backstreet Boys, The",The One,226,2000-05-27,2000-07-01,2,50.0
439,"Keith, Toby",How Do You Like Me Now?!,209,2000-01-29,2000-04-08,2,72.0
440,"Strait, George",The Best Day,204,2000-01-29,2000-04-22,2,64.0
441,"Dixie Chicks, The",Without You,212,2000-10-07,2000-12-23,2,70.0
442,Musiq,Just Friends (Sunny),242,2000-10-14,2000-12-30,2,83.0
443,"McEntire, Reba",What Do You Say,206,1999-10-30,2000-01-29,2,76.0
444,"Braxton, Toni",Just Be A Man About It,250,2000-07-29,2000-09-02,2,69.0
445,"Iglesias, Enrique",Rhythm Divine,455,1999-12-04,2000-01-22,2,84.0
446,"Fabian, Lara",I Will Love Again,223,2000-06-10,2000-08-12,2,80.0
447,Bon Jovi,It's My Life,224,2000-08-12,2000-09-30,2,58.0
448,"Evans, Sara",Born To Fly,336,2000-10-21,2000-12-30,2,71.0
449,"Chesney, Kenny",I Lost It,234,2000-10-21,2000-12-23,2,67.0
450,J-Shin,One Night Stand,274,1999-12-25,2000-02-26,2,96.0
451,Eve,Love Is Blind,231,2000-01-08,2000-02-19,2,91.0
452,Aaliyah,I Don't Wanna,255,2000-01-29,2000-03-04,2,62.0
453,"Montgomery, John Michael",The Little Girl,232,2000-09-09,2000-10-28,2,67.0
454,"Carter, Aaron",Aaron's Party (Come Get It),203,2000-08-26,2000-09-16,2,75.0
455,"Vassar, Phil",Just Another Day In Paradise,234,2000-09-30,2000-12-02,2,81.0
456,Ice Cube,You Can Do It,260,1999-12-04,2000-01-15,2,66.0
457,"Wills, Mark",Back At One,240,2000-01-15,2000-02-26,2,55.0
458,Lucy Pearl,Dance Tonight,225,2000-05-20,2000-07-29,2,75.0
459,"Jackson, Alan",It Must Be Love,173,2000-06-24,2000-09-02,2,74.0
460,"Griggs, Andy",She's More,199,2000-03-11,2000-06-10,2,76.0
461,No Doubt,Simple Kind Of Life,251,2000-07-01,2000-07-22,2,40.0
462,"Jean, Wyclef",911,240,2000-10-07,2000-11-25,2,74.0
463,Rascal Flatts,Prayin' For Daylight,216,2000-05-06,2000-08-12,2,78.0
464,Vitamin C,Graduation (Friends Forever),263,2000-04-15,2000-06-10,2,64.0
465,"Gilman, Billy",One Voice,247,2000-06-17,2000-09-02,2,86.0
466,Lonestar,Smile,213,1999-12-18,2000-02-12,2,80.0
467,"Rogers, Kenny",Buy Me A Rose,226,2000-03-11,2000-05-06,2,72.0
468,"Lawrence, Tracy",Lessons Learned,175,2000-01-29,2000-04-08,2,73.0
469,"Strait, George",Go On,228,2000-08-26,2000-10-28,2,67.0
470,Sisqo,Got To Get It,232,1999-11-20,2000-01-22,2,76.0
471,Baha Men,Who Let The Dogs Out,197,2000-07-22,2000-10-21,2,92.0
472,"Walker, Clay",The Chain Of Love,303,2000-04-15,2000-06-10,2,65.0
473,"McBride, Martina",Love's The Only House,313,2000-02-05,2000-04-15,2,69.0
474,Amber,Sexual (Li Da Di),278,1999-07-17,2000-02-12,2,99.0
475,"Tippin, Aaron",Kiss This,173,2000-08-26,2000-10-21,2,72.0
476,SheDaisy,I Will.. But,220,2000-07-15,2000-09-16,2,74.0
477,"Raye, Collin",Couldn't Last A Moment,220,2000-03-18,2000-06-24,2,85.0
478,Black Rob,Whoa!,244,2000-03-04,2000-04-15,2,59.0
479,"Jackson, Alan",Pop A Top,184,1999-11-13,2000-01-22,2,73.0
480,"Black, Clint",Been There,328,2000-02-19,2000-04-15,2,73.0
481,Common,The Light,235,2000-08-05,2000-09-09,2,55.0
482,"Vassar, Phil",Carlene,247,2000-03-04,2000-04-22,2,67.0
483,"Jackson, Alan",www.memory,156,2000-11-04,2000-12-23,2,59.0
484,Vitamin C,The Itch,210,2000-12-02,2000-12-16,2,48.0
485,"Eastsidaz, The",G'D Up,267,2000-01-08,2000-02-12,2,77.0
486,Ideal,Whatever,228,2000-06-10,2000-08-19,2,75.0
487,"Thomas, Carl",Emotional,271,2000-11-25,2000-12-30,2,63.0
488,Ginuwine,None Of Ur Friends Business,252,1999-12-11,2000-01-22,2,84.0
489,"Davidson, Clay",Unconditional,236,2000-03-25,2000-06-17,2,97.0
490,DMX,What You Want,245,2000-07-01,2000-09-23,2,95.0
491,"John, Elton",Someday Out Of The Blue,281,2000-04-22,2000-05-06,2,56.0
492,Pearl Jam,Nothing As It Seems,320,2000-05-13,2000-05-13,2,70.0
493,Mya,The Best Of Me,252,2000-04-15,2000-05-20,2,70.0
494,"Heatherly, Eric",Flowers On The Wall,196,2000-04-29,2000-08-12,2,88.0
495,Eminem,Stan,326,2000-11-04,2000-12-02,2,67.0
496,"McEntire, Reba",I'll Be,263,2000-05-13,2000-07-29,2,79.0
497,"Lopez, Jennifer",Feelin' Good,268,2000-02-19,2000-04-08,2,79.0
498,"Urban, Keith",Your Everything,250,2000-07-15,2000-09-16,2,80.0
499,TLC,Dear Lie,276,2000-02-12,2000-03-04,2,55.0
500,"Gill, Vince",Feels Like Love,253,2000-09-02,2000-11-18,2,76.0
501,"Houston, Whitney",Could I Have This Kiss Forever,234,2000-06-17,2000-08-05,2,68.0
502,Bloodhound Gang,The Bad Touch,260,2000-03-18,2000-04-15,2,62.0
503,"Williams, Robbie",Angels,236,1999-11-20,2000-01-22,2,77.0
504,"Messina, Jo Dee",Because You Love Me,230,2000-01-29,2000-03-11,2,78.0
505,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,2,78.0
506,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,2,72.0
507,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,2,83.0
508,Kelis,Caught Out There,249,1999-12-04,2000-01-08,2,68.0
509,Jay-Z,Anything,221,2000-02-26,2000-03-11,2,58.0
510,3 Doors Down,Loser,264,2000-10-21,2000-12-02,2,76.0
511,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,2,85.0
512,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,2,74.0
513,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,2,86.0
514,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,2,73.0
515,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,2,70.0
516,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,2,71.0
517,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,2,76.0
518,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,2,87.0
519,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,2,79.0
520,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,2,78.0
521,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,2,66.0
522,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,2,77.0
523,Eminem,The Way I Am,280,2000-08-26,2000-09-30,2,74.0
524,Nas,You Owe Me,231,2000-03-25,2000-04-15,2,72.0
525,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,2,67.0
526,Puff Daddy,Best Friend,333,2000-02-12,2000-02-19,2,59.0
527,"McBride, Martina",There You Are,206,2000-09-09,2000-10-21,2,75.0
528,Usher,Pop Ya Collar,216,2000-11-04,2000-11-18,2,64.0
529,Lil' Kim,No Matter What They Say,252,2000-07-15,2000-08-05,2,72.0
530,LFO,I Don't Wanna Kiss You Goodnight,300,2000-04-15,2000-04-22,2,61.0
531,SheDaisy,Deck The Halls,226,1999-12-25,2000-01-01,2,61.0
532,Splender,I Think God Can Explain,235,2000-06-10,2000-06-24,2,66.0
533,"Simpson, Jessica",Where You Are,231,2000-04-01,2000-04-15,2,66.0
534,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,2,87.0
535,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,2,64.0
536,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,2,75.0
537,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,2,80.0
538,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,2,91.0
539,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,2,72.0
540,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,2,78.0
541,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,2,73.0
542,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,2,75.0
543,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,2,68.0
544,"Adkins, Trace",More,185,2000-04-29,2000-06-17,2,84.0
545,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,2,79.0
546,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,2,69.0
547,DMX,What's My Name,230,2000-01-15,2000-02-12,2,76.0
548,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,2,67.0
549,Nine Days,If I Am,258,2000-12-02,2000-12-02,2,68.0
550,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,2,94.0
551,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,2,72.0
552,Third Eye Blind,Deep Inside Of You,250,2000-09-02,2000-10-07,2,73.0
553,"Brooks, Garth",Do What You Gotta Do,176,2000-02-19,2000-03-18,2,81.0
554,"Offspring, The",Original Prankster,222,2000-11-25,2000-12-09,2,71.0
555,"Anthony, Marc",My Baby You,239,2000-09-16,2000-10-07,2,76.0
556,"Houston, Whitney","Same Script, Different Cast",285,2000-06-17,2000-07-15,2,71.0
557,D'Angelo,Left & Right,275,1999-12-11,2000-01-01,2,77.0
558,"Kravitz, Lenny",I Belong To You,257,2000-03-25,2000-04-08,2,77.0
559,"Loveless, Patty",That's The Kind Of Mood I'm In,207,2000-09-16,2000-11-18,2,93.0
560,Q-Tip,Breathe And Stop,246,2000-01-22,2000-01-22,2,71.0
561,"Rimes, LeAnn",Can't Fight The Moonlight,213,2000-09-09,2000-09-16,2,71.0
562,Lil Wayne,Tha Block Is Hot,253,1999-12-04,2000-01-08,2,89.0
563,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,2000-02-26,2000-03-11,2,82.0
564,"Wallflowers, The",Sleepwalker,209,2000-10-28,2000-10-28,2,73.0
565,Drama,"Left, Right, Left",217,2000-02-12,2000-03-18,2,98.0
566,Limp Bizkit,N 2 Gether Now,235,1999-12-04,2000-01-08,2,88.0
567,Lox,"Ryde or Die, Chick",236,2000-03-18,2000-03-25,2,73.0
568,Ying Yang Twins,Whistle While You Twurk,259,2000-03-18,2000-04-29,2,94.0
569,"Walker, Clay","Live, Laugh, Love",246,1999-12-04,2000-01-22,2,95.0
570,Metallica,No Leaf Clover (Live),343,2000-02-12,2000-03-11,2,81.0
571,Yankee Grey,Another Nine Minutes,190,2000-04-29,2000-05-20,2,83.0
572,"Bega, Lou",Tricky Tricky ,203,2000-01-29,2000-02-05,2,74.0
573,Big Punisher,It's So Hard,205,2000-04-22,2000-05-06,2,87.0
574,"Worley, Darryl",When You Need My Love,215,2000-06-17,2000-09-02,2,88.0
575,Lil' Kim,How Many Licks?,230,2000-11-25,2000-12-02,2,75.0
576,"Clark, Terri",A Little Gasoline,187,2000-12-16,2000-12-16,2,82.0
577,"Brock, Chad",A Country Boy Can Survive,234,2000-01-01,2000-01-08,2,75.0
578,"Cagle, Chris",My Love Goes On And On,182,2000-10-21,2000-12-02,2,94.0
579,"Byrd, Tracy",Put Your Hand In Mine,270,2000-01-29,2000-02-12,2,77.0
580,Metallica,I Disappear,266,2000-05-13,2000-06-17,2,84.0
581,Jay-Z,Hey Papi,220,2000-08-12,2000-10-07,2,100.0
582,Fatboy Slim,The Rockafeller Skank,240,1999-11-13,2000-01-22,2,94.0
583,"Levert, Gerald",Mr. Too Damn Good,246,2000-03-18,2000-04-08,2,83.0
584,"McKnight, Brian",Stay Or Let It Go,272,2000-02-26,2000-03-25,2,92.0
585,"Allan, Gary",Smoke Rings In The Dark,258,2000-01-22,2000-02-05,2,78.0
586,Ginuwine,The Best Man I Can Be,246,2000-01-08,2000-03-04,2,97.0
587,Before Dark,Monica,244,2000-05-20,2000-06-17,2,87.0
588,"Estefan, Gloria",No Me Dejes De Querer,205,2000-06-10,2000-06-10,2,
589,Stone Temple Pilots,Sour Girl,256,2000-07-08,2000-07-29,2,79.0
590,Montgomery Gentry,Daddy Won't Sell The Farm,258,2000-03-04,2000-03-25,2,83.0
591,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,2000-09-23,2000-11-11,2,97.0
592,Clark Family Experience,Meanwhile Back At The Ranch,176,2000-11-18,2000-12-16,2,86.0
593,"Thomas, Carl",Summer Rain,297,2000-09-23,2000-10-14,2,82.0
594,"Yearwood, Trisha",Real Live Woman,235,2000-04-01,2000-04-29,2,83.0
595,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,2,95.0
596,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,2,98.0
597,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,2,94.0
598,Juvenile,U Understand,231,2000-02-05,2000-02-12,2,83.0
599,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,2,84.0
600,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,2,86.0
601,LFO,West Side Story,207,2000-08-05,2000-08-12,2,84.0
602,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,2,85.0
603,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,2,88.0
604,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,2,87.0
605,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,2,96.0
606,Eve,Got It All,228,2000-07-15,2000-07-22,2,88.0
607,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,2,91.0
608,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,2,88.0
609,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,2,97.0
610,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,2,98.0
611,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,2,89.0
612,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,2,100.0
613,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,2,100.0
614,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,2,92.0
615,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,2,91.0
616,En Vogue,Riddle,310,2000-06-17,2000-06-17,2,92.0
617,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,2,99.0
618,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,2,
619,Trina,Pull Over,178,2000-09-09,2000-09-16,2,93.0
620,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,2,99.0
621,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,2,97.0
622,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,2,95.0
623,De La Soul,All Good?,302,2000-12-23,2000-12-23,2,96.0
624,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,2,97.0
625,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,2,98.0
626,Tuesday,I Know,246,2000-12-30,2000-12-30,2,98.0
627,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,2,98.0
628,Master P,Souljas,213,2000-11-18,2000-11-18,2,
629,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,2,
630,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,2,99.0
631,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,2,99.0
632,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,2,99.0
633,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,2,
634,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,3,49.0
635,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,3,6.0
636,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,3,43.0
637,Madonna,Music,225,2000-08-12,2000-09-16,3,18.0
638,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,3,45.0
639,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,3,43.0
640,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,3,44.0
641,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,3,34.0
642,Sisqo,Incomplete,232,2000-06-24,2000-08-12,3,61.0
643,Lonestar,Amazed,265,1999-06-05,2000-03-04,3,44.0
644,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,3,51.0
645,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,3,28.0
646,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,3,53.0
647,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,3,76.0
648,Aaliyah,Try Again,243,2000-03-18,2000-06-17,3,38.0
649,matchbox twenty,Bent,252,2000-04-29,2000-07-22,3,29.0
650,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,3,50.0
651,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,3,62.0
652,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,3,52.0
653,Dream,He Loves U Not,223,2000-09-30,2000-12-30,3,81.0
654,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,3,48.0
655,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,3,50.0
656,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,3,34.0
657,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,3,65.0
658,3 Doors Down,Kryptonite,233,2000-04-08,2000-11-11,3,68.0
659,Sisqo,Thong Song,245,2000-01-29,2000-05-20,3,35.0
660,"Aguilera, Christina",I Turn To You,240,2000-04-15,2000-07-01,3,30.0
661,"Houston, Whitney",My Love Is Your Love,256,1999-09-04,2000-01-08,3,44.0
662,Joe,I Wanna Know,297,2000-01-01,2000-07-01,3,69.0
663,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,3,72.0
664,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,3,19.0
665,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,3,20.0
666,Pink,Most Girls,246,2000-08-12,2000-11-25,3,52.0
667,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,3,65.0
668,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,3,50.0
669,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,3,13.0
670,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,3,47.0
671,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,3,19.0
672,Ruff Endz,No More,236,2000-07-01,2000-09-02,3,19.0
673,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,3,55.0
674,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,3,59.0
675,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,3,65.0
676,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,3,69.0
677,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,3,16.0
678,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,3,42.0
679,Pink,There U Go,203,2000-03-04,2000-04-08,3,12.0
680,Creed,Higher,316,1999-09-11,2000-07-22,3,73.0
681,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,3,96.0
682,Next,Wifey,243,2000-05-27,2000-09-09,3,46.0
683,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,3,7.0
684,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,3,30.0
685,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,3,26.0
686,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,3,24.0
